eclipse-jdtcore\src\core\CorrectionEngine.java	191	208	eclipse-jdtcore\src\core\CorrectionEngine.java	222	239	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1992	2005	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	120	133	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1992	2005	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	269	282	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1992	2005	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	481	494	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1992	2005	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	508	521	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1992	2005	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	1004	1017	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1993	2006	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	120	133	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1993	2006	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	269	282	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1993	2006	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	481	494	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1993	2006	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	508	521	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1993	2006	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	1004	1017	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1994	2007	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	120	133	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1994	2007	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	269	282	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1994	2007	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	481	494	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1994	2007	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	508	521	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1994	2007	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	1004	1017	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1995	2008	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	120	133	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1995	2008	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	269	282	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1995	2008	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	481	494	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1995	2008	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	508	521	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1995	2008	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	1004	1017	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1996	2009	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	120	133	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1996	2009	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	269	282	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1996	2009	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	481	494	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1996	2009	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	508	521	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1996	2009	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	1004	1017	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1997	2010	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	120	133	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1997	2010	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	269	282	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1997	2010	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	481	494	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1997	2010	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	508	521	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1997	2010	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	1004	1017	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1998	2011	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	120	133	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1998	2011	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	269	282	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1998	2011	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	481	494	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1998	2011	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	508	521	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1998	2011	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	1004	1017	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1999	2012	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	120	133	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1999	2012	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	269	282	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1999	2012	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	481	494	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1999	2012	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	508	521	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1999	2012	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	1004	1017	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2000	2013	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	120	133	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2000	2013	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	269	282	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2000	2013	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	481	494	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2000	2013	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	508	521	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2000	2013	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	1004	1017	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2001	2014	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	120	133	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2001	2014	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	269	282	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2001	2014	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	481	494	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2001	2014	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	508	521	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2001	2014	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	1004	1017	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2002	2015	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	120	133	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2002	2015	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	269	282	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2002	2015	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	481	494	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2002	2015	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	508	521	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2002	2015	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	1004	1017	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2003	2016	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	120	133	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2003	2016	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	269	282	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2003	2016	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	481	494	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2003	2016	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	508	521	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2003	2016	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	1004	1017	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2004	2017	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	120	133	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2004	2017	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	269	282	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2004	2017	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	481	494	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2004	2017	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	508	521	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2004	2017	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	1004	1017	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2005	2018	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	120	133	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2005	2018	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	269	282	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2005	2018	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	481	494	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2005	2018	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	508	521	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2005	2018	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	1004	1017	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2006	2019	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	120	133	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2006	2019	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	269	282	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2006	2019	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	481	494	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2006	2019	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	508	521	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2006	2019	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	1004	1017	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2007	2020	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	120	133	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2007	2020	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	269	282	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2007	2020	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	481	494	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2007	2020	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	508	521	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2007	2020	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	1004	1017	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2008	2021	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	120	133	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2008	2021	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	269	282	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2008	2021	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	481	494	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2008	2021	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	508	521	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2008	2021	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	1004	1017	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2009	2022	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	120	133	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2009	2022	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	269	282	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2009	2022	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	481	494	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2009	2022	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	508	521	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2009	2022	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	1004	1017	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2010	2023	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	120	133	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2010	2023	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	269	282	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2010	2023	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	481	494	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2010	2023	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	508	521	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2010	2023	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	1004	1017	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2011	2024	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	120	133	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2011	2024	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	269	282	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2011	2024	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	481	494	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2011	2024	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	508	521	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2011	2024	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	1004	1017	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2012	2024	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	120	132	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2012	2024	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	269	281	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2012	2024	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	481	493	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2012	2024	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	508	520	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2012	2024	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	1004	1016	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2013	2024	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	120	131	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2013	2024	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	269	280	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2013	2024	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	481	492	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2013	2024	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	508	519	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2013	2024	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	1004	1015	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2014	2024	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	120	130	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2014	2024	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	269	279	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2014	2024	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	481	491	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2014	2024	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	508	518	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2014	2024	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	1004	1014	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2015	2024	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	120	129	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2015	2024	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	269	278	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2015	2024	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	481	490	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2015	2024	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	508	517	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	2015	2024	eclipse-jdtcore\src\internal\core\search\matching\SearchPattern.java	1004	1013	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1009	1022	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	38	51	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1010	1022	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	42	54	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1010	1022	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	45	57	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1010	1022	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	48	60	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1010	1022	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	51	63	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1010	1022	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	54	66	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1010	1022	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	57	69	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1010	1022	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	60	72	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1010	1022	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	63	75	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1010	1022	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	66	78	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1010	1022	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	69	81	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1010	1022	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	72	84	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1010	1022	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	75	87	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1010	1022	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	78	90	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1010	1022	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	81	93	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1010	1022	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	84	96	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1010	1022	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	87	99	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1010	1022	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	90	102	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1010	1022	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	93	105	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1010	1022	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	96	108	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1010	1022	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	99	111	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1010	1022	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	102	114	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1010	1022	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	105	117	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1010	1022	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	108	120	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1010	1022	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	111	123	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1010	1022	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	114	126	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1010	1022	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	117	129	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1010	1022	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	120	132	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1010	1022	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	123	135	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1010	1022	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	126	138	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1010	1022	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	129	141	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1010	1022	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	132	144	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1010	1022	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	135	147	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1010	1022	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	138	150	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1010	1022	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	141	153	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1010	1022	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	144	156	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1041	1064	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	38	57	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1042	1060	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	144	158	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1042	1063	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	141	158	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1042	1064	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	42	60	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1042	1064	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	45	63	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1042	1064	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	48	66	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1042	1064	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	51	69	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1042	1064	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	54	72	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1042	1064	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	57	75	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1042	1064	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	60	78	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1042	1064	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	63	81	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1042	1064	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	66	84	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1042	1064	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	69	87	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1042	1064	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	72	90	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1042	1064	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	75	93	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1042	1064	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	78	96	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1042	1064	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	81	99	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1042	1064	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	84	102	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1042	1064	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	87	105	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1042	1064	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	90	108	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1042	1064	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	93	111	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1042	1064	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	96	114	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1042	1064	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	99	117	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1042	1064	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	102	120	0
eclipse-jdtcore\src\internal\compiler\problem\ProblemReporter.java	1042	1064	eclipse-jdtcore\src\internal\formatter\impl\SplitLine.java	105	123	0
